edgeId,sourceContract,sourceSemanticUnit,sourceLocation,referenceKind,requiredness,targetContract,targetSemanticUnit,targetLocation,targetSemanticKind,targetLifecycleAvailability,resolutionStatus,reason,occurrenceCount
E01-647,C10,c10.field.647 (PairingRecord.conflictReferences),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.647,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-648,C10,c10.field.648 (PairingRecord.revisionId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.648,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-649,C10,c10.field.649 (PairingRecord.predecessorPairingRecordId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.649,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-650,C10,c10.field.650 (PairingRecord.traceReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.650,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-651,C10,c10.field.651 (PairingRecord.integrityReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.651,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-652,C10,c10.field.652 (PairingRecord.historyReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.652,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-655,C10,c10.field.655 (Contract6DeterminabilityPackage.schemaVersion),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.655,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-660,C10,c10.field.660 (BasisLinkRecord.basisLinkRecordId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.660,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-661,C10,c10.field.661 (BasisLinkRecord.annotationUnitId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.661,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-662,C10,c10.field.662 (BasisLinkRecord.basisIdentities),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.662,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-663,C10,c10.field.663 (BasisLinkRecord.evidenceReferences),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.663,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-664,C10,c10.field.664 (BasisLinkRecord.revisionId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.664,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-665,C10,c10.field.665 (BasisLinkRecord.traceReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.665,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-666,C10,c10.field.666 (BasisLinkRecord.integrityReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.666,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-667,C10,c10.field.667 (BasisLinkRecord.historyReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.667,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-670,C10,c10.field.670 (OutcomeDecisionRecord.outcomeDecisionRecordId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.670,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-671,C10,c10.field.671 (OutcomeDecisionRecord.annotationUnitId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.671,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-672,C10,c10.field.672 (OutcomeDecisionRecord.outcomeIdentity),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.672,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-673,C10,c10.field.673 (OutcomeDecisionRecord.derivationOrAdjudicationBasisReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.673,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-674,C10,c10.field.674 (OutcomeDecisionRecord.revisionId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.674,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-675,C10,c10.field.675 (OutcomeDecisionRecord.traceReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.675,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-676,C10,c10.field.676 (OutcomeDecisionRecord.integrityReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.676,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-677,C10,c10.field.677 (OutcomeDecisionRecord.historyReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.677,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-680,C10,c10.field.680 (Contract6SealingRecord.sealingRecordId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.680,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-681,C10,c10.field.681 (Contract6SealingRecord.annotationUnitId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.681,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-682,C10,c10.field.682 (Contract6SealingRecord.lifecycleTransitionIdentity),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.682,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-683,C10,c10.field.683 (Contract6SealingRecord.authorityReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.683,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-684,C10,c10.field.684 (Contract6SealingRecord.sealedRevisionId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.684,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-685,C10,c10.field.685 (Contract6SealingRecord.predecessorSealingRecordId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.685,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-686,C10,c10.field.686 (Contract6SealingRecord.integrityReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.686,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-687,C10,c10.field.687 (Contract6SealingRecord.historyReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.687,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-690,C10,c10.field.690 (AdjudicationRecord.adjudicationRecordId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.690,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-691,C10,c10.field.691 (AdjudicationRecord.annotationUnitId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.691,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-692,C10,c10.field.692 (AdjudicationRecord.triggerIdentity),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.692,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-693,C10,c10.field.693 (AdjudicationRecord.retainedBasisReferences),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.693,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-694,C10,c10.field.694 (AdjudicationRecord.rationaleReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.694,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-695,C10,c10.field.695 (AdjudicationRecord.authorityReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.695,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-696,C10,c10.field.696 (AdjudicationRecord.dispositionIdentity),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.696,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-697,C10,c10.field.697 (AdjudicationRecord.revisionId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.697,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-698,C10,c10.field.698 (AdjudicationRecord.predecessorAdjudicationRecordId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.698,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-699,C10,c10.field.699 (AdjudicationRecord.integrityReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.699,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-700,C10,c10.field.700 (AdjudicationRecord.historyReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.700,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-704,C10,c10.field.704 (Contract8EvaluationPackage.packageId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.704,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-705,C10,c10.field.705 (Contract8EvaluationPackage.evaluationConfigurationReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.705,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-706,C10,c10.field.706 (Contract8EvaluationPackage.rawAssertions),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.706,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-707,C10,c10.field.707 (Contract8EvaluationPackage.projectionFacts),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.707,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-708,C10,c10.field.708 (Contract8EvaluationPackage.records),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.708,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-709,C10,c10.field.709 (Contract8EvaluationPackage.schemaVersion),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.709,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-710,C10,c10.field.710 (RawMechanismAssertionArtifact.rawAssertionId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.710,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-711,C10,c10.field.711 (RawMechanismAssertionArtifact.untouchedPayloadReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.711,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-712,C10,c10.field.712 (RawMechanismAssertionArtifact.semanticCaseId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.712,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-713,C10,c10.field.713 (RawMechanismAssertionArtifact.roomCaseId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.713,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-714,C10,c10.field.714 (RawMechanismAssertionArtifact.contributingImageAssetIds),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.714,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-715,C10,c10.field.715 (RawMechanismAssertionArtifact.rawEmittedCode),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.715,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-716,C10,c10.field.716 (RawMechanismAssertionArtifact.rawSubject),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.716,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-717,C10,c10.field.717 (RawMechanismAssertionArtifact.rawTarget),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.717,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-718,C10,c10.field.718 (RawMechanismAssertionArtifact.rawLocus),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.718,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-719,C10,c10.field.719 (RawMechanismAssertionArtifact.providerConfigurationReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.719,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-720,C10,c10.field.720 (RawMechanismAssertionArtifact.evaluationConfigurationReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.720,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-721,C10,c10.field.721 (RawMechanismAssertionArtifact.normalizationStatus),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.721,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-722,C10,c10.field.722 (RawMechanismAssertionArtifact.producedNormalizedClaimLinks),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.722,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-723,C10,c10.field.723 (RawMechanismAssertionArtifact.rawMalformedComparisonLink),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.723,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-724,C10,c10.field.724 (RawMechanismAssertionArtifact.assertionProjectionFactId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.724,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-725,C10,c10.field.725 (RawMechanismAssertionArtifact.historyReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.725,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-730,C10,c10.field.730 (ETAPAssertionProjectionFact.projectionFactId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.730,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-731,C10,c10.field.731 (ETAPAssertionProjectionFact.rawAssertionId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.731,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-732,C10,c10.field.732 (ETAPAssertionProjectionFact.normalizedProducedClaimLinks),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.732,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-733,C10,c10.field.733 (ETAPAssertionProjectionFact.atomicComparisonLinks),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.733,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-734,C10,c10.field.734 (ETAPAssertionProjectionFact.rawMalformedComparisonLink),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.734,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-735,C10,c10.field.735 (ETAPAssertionProjectionFact.projectionResult),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.735,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-736,C10,c10.field.736 (ETAPAssertionProjectionFact.versionConfigurationBundle),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.736,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-737,C10,c10.field.737 (ETAPAssertionProjectionFact.etapConsumptionState),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.737,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-740,C10,c10.field.740 (C8EvaluationRecord.recordId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.740,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-741,C10,c10.field.741 (C8EvaluationRecord.recordTypeIdentity),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.741,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-742,C10,c10.field.742 (C8EvaluationRecord.semanticCaseId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.742,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-743,C10,c10.field.743 (C8EvaluationRecord.roomCaseId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.743,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-744,C10,c10.field.744 (C8EvaluationRecord.claimCodeIdentity),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.744,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-745,C10,c10.field.745 (C8EvaluationRecord.dispositionIdentity),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.745,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-746,C10,c10.field.746 (C8EvaluationRecord.requirementLevelIdentity),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.746,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-747,C10,c10.field.747 (C8EvaluationRecord.assertionScopeIdentity),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.747,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-748,C10,c10.field.748 (C8EvaluationRecord.subject),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.748,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-749,C10,c10.field.749 (C8EvaluationRecord.target),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.749,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-750,C10,c10.field.750 (C8EvaluationRecord.locus),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.750,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-751,C10,c10.field.751 (C8EvaluationRecord.expectedState),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.751,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-752,C10,c10.field.752 (C8EvaluationRecord.rawAssertionId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.752,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-753,C10,c10.field.753 (C8EvaluationRecord.normalizationTransformationId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.753,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-754,C10,c10.field.754 (C8EvaluationRecord.normalizedAtomicInterpretationId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.754,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-755,C10,c10.field.755 (C8EvaluationRecord.expectationOrProhibitionRecordId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.755,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-756,C10,c10.field.756 (C8EvaluationRecord.matchedProducedRecordId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.756,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-757,C10,c10.field.757 (C8EvaluationRecord.rawAssertionDefectLink),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.757,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-758,C10,c10.field.758 (C8EvaluationRecord.primaryComparisonResultIdentity),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.758,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-759,C10,c10.field.759 (C8EvaluationRecord.secondaryFailureIdentities),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.759,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-760,C10,c10.field.760 (C8EvaluationRecord.evidenceReferences),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.760,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-761,C10,c10.field.761 (C8EvaluationRecord.contributingImageAssetIds),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.761,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-762,C10,c10.field.762 (C8EvaluationRecord.subsetReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.762,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-763,C10,c10.field.763 (C8EvaluationRecord.lineageReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.763,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-764,C10,c10.field.764 (C8EvaluationRecord.contractSemanticVersionReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.764,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-765,C10,c10.field.765 (C8EvaluationRecord.claimVocabularyVersionReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.765,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-766,C10,c10.field.766 (C8EvaluationRecord.ruleRegistryVersionReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.766,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
